case_id,ai_probability_class_1,outer_fold,inner_fold,probability_source
168,0.28993645310401917,3,2,nested_oof
178,0.034999556839466095,3,2,nested_oof
179,0.6795666217803955,3,2,nested_oof
182,0.009614500217139721,3,2,nested_oof
193,0.04811779409646988,3,2,nested_oof
196,0.0361880362033844,3,2,nested_oof
200,0.07299730181694031,3,2,nested_oof
210,0.16971391439437866,3,2,nested_oof
211,0.2402888834476471,3,2,nested_oof
212,0.08198629319667816,3,2,nested_oof
213,0.8787385821342468,3,2,nested_oof
222,0.03580515459179878,3,2,nested_oof
224,0.7189775109291077,3,2,nested_oof
228,0.1385299116373062,3,2,nested_oof
230,0.3572275638580322,3,2,nested_oof
231,0.7096003890037537,3,2,nested_oof
233,0.4031812250614166,3,2,nested_oof
238,0.012181279249489307,3,2,nested_oof
243,0.07691282778978348,3,2,nested_oof
244,0.0514041967689991,3,2,nested_oof
246,0.09598259627819061,3,2,nested_oof
262,0.018139539286494255,3,2,nested_oof
270,0.8741403222084045,3,2,nested_oof
278,0.2699865400791168,3,2,nested_oof
279,0.7716692686080933,3,2,nested_oof
287,0.5532692670822144,3,2,nested_oof
289,0.0772649347782135,3,2,nested_oof
295,0.507243812084198,3,2,nested_oof
299,0.1875460296869278,3,2,nested_oof
302,0.401840478181839,3,2,nested_oof
303,0.4739282727241516,3,2,nested_oof
304,0.14302480220794678,3,2,nested_oof
305,0.13399098813533783,3,2,nested_oof
306,0.11597573012113571,3,2,nested_oof
315,0.9227142930030823,3,2,nested_oof
317,0.6817399859428406,3,2,nested_oof
324,0.05355716869235039,3,2,nested_oof
328,0.053090766072273254,3,2,nested_oof
333,0.27935051918029785,3,2,nested_oof
334,0.0933605208992958,3,2,nested_oof
335,0.035582397133111954,3,2,nested_oof
338,0.5151097774505615,3,2,nested_oof
339,0.020593369379639626,3,2,nested_oof
341,0.3246113955974579,3,2,nested_oof
342,0.1898837387561798,3,2,nested_oof
355,0.03731425479054451,3,2,nested_oof
360,0.14554394781589508,3,2,nested_oof
364,0.6169517636299133,3,2,nested_oof
377,0.06159340590238571,3,2,nested_oof
379,0.010918687097728252,3,2,nested_oof
380,0.23879151046276093,3,2,nested_oof
387,0.010753480717539787,3,2,nested_oof
390,0.015031816437840462,3,2,nested_oof
402,0.01859423704445362,3,2,nested_oof
411,0.17337903380393982,3,2,nested_oof
422,0.15465177595615387,3,2,nested_oof
2,0.5109477043151855,3,3,nested_oof
5,0.6188619136810303,3,3,nested_oof
13,0.02676471695303917,3,3,nested_oof
16,0.18161946535110474,3,3,nested_oof
17,0.5427181720733643,3,3,nested_oof
22,0.06535464525222778,3,3,nested_oof
24,0.6101207137107849,3,3,nested_oof
28,0.985251784324646,3,3,nested_oof
32,0.2638207972049713,3,3,nested_oof
35,0.04098432511091232,3,3,nested_oof
37,0.32426613569259644,3,3,nested_oof
44,0.9852609038352966,3,3,nested_oof
46,0.9691748023033142,3,3,nested_oof
51,0.976065993309021,3,3,nested_oof
60,0.021966660395264626,3,3,nested_oof
61,0.013068950735032558,3,3,nested_oof
66,0.9779199361801147,3,3,nested_oof
87,0.029592271894216537,3,3,nested_oof
88,0.5209280252456665,3,3,nested_oof
94,0.014904250390827656,3,3,nested_oof
95,0.16004639863967896,3,3,nested_oof
96,0.00733140716329217,3,3,nested_oof
98,0.8730091452598572,3,3,nested_oof
104,0.11799157410860062,3,3,nested_oof
108,0.04821464419364929,3,3,nested_oof
111,0.14462238550186157,3,3,nested_oof
121,0.8307968974113464,3,3,nested_oof
135,0.866303563117981,3,3,nested_oof
144,0.9831730127334595,3,3,nested_oof
145,0.8774253129959106,3,3,nested_oof
147,0.885058581829071,3,3,nested_oof
149,0.30912208557128906,3,3,nested_oof
156,0.023970836773514748,3,3,nested_oof
157,0.9863357543945312,3,3,nested_oof
158,0.23114344477653503,3,3,nested_oof
160,0.0044290488585829735,3,3,nested_oof
164,0.02899177372455597,3,3,nested_oof
165,0.9748014211654663,3,3,nested_oof
167,0.8143264651298523,3,3,nested_oof
169,0.851977527141571,3,3,nested_oof
176,0.1063246876001358,3,3,nested_oof
180,0.32626593112945557,3,3,nested_oof
184,0.030725503340363503,3,3,nested_oof
185,0.9255865216255188,3,3,nested_oof
192,0.7384390830993652,3,3,nested_oof
194,0.6859015226364136,3,3,nested_oof
195,0.6768719553947449,3,3,nested_oof
199,0.03612961247563362,3,3,nested_oof
206,0.004311274737119675,3,3,nested_oof
215,0.027269551530480385,3,3,nested_oof
232,0.3657704293727875,3,3,nested_oof
248,0.07091357558965683,3,3,nested_oof
251,0.8986987471580505,3,3,nested_oof
252,0.1299377679824829,3,3,nested_oof
263,0.39457887411117554,3,3,nested_oof
264,0.6135938763618469,3,3,nested_oof
276,0.5246956944465637,3,3,nested_oof
282,0.1806056946516037,3,3,nested_oof
284,0.060866206884384155,3,3,nested_oof
300,0.8667784333229065,3,3,nested_oof
301,0.5216584205627441,3,3,nested_oof
310,0.235661581158638,3,3,nested_oof
311,0.0024761927779763937,3,3,nested_oof
314,0.8971176743507385,3,3,nested_oof
318,0.08957366645336151,3,3,nested_oof
331,0.9772754311561584,3,3,nested_oof
344,0.19075092673301697,3,3,nested_oof
345,0.047775737941265106,3,3,nested_oof
349,0.9711063504219055,3,3,nested_oof
351,0.5703895092010498,3,3,nested_oof
361,0.05202607810497284,3,3,nested_oof
365,0.7583805322647095,3,3,nested_oof
368,0.6884227991104126,3,3,nested_oof
370,0.9723327159881592,3,3,nested_oof
371,0.8849964737892151,3,3,nested_oof
375,0.03914554789662361,3,3,nested_oof
378,0.01331801526248455,3,3,nested_oof
383,0.9510517120361328,3,3,nested_oof
384,0.004794694017618895,3,3,nested_oof
400,0.38369643688201904,3,3,nested_oof
406,0.0035453729797154665,3,3,nested_oof
408,0.013393125496804714,3,3,nested_oof
413,0.05240989103913307,3,3,nested_oof
424,0.288066029548645,3,3,nested_oof
426,0.9611359238624573,3,3,nested_oof
7,0.7199875116348267,3,4,nested_oof
11,0.6351072192192078,3,4,nested_oof
26,0.113282710313797,3,4,nested_oof
31,0.7850526571273804,3,4,nested_oof
36,0.3275223672389984,3,4,nested_oof
39,0.5533636212348938,3,4,nested_oof
40,0.2664415240287781,3,4,nested_oof
45,0.7807778120040894,3,4,nested_oof
47,0.8568083047866821,3,4,nested_oof
48,0.49933865666389465,3,4,nested_oof
50,0.6471695899963379,3,4,nested_oof
52,0.24429495632648468,3,4,nested_oof
59,0.28729575872421265,3,4,nested_oof
62,0.14574168622493744,3,4,nested_oof
67,0.3009938895702362,3,4,nested_oof
70,0.912060022354126,3,4,nested_oof
71,0.12858152389526367,3,4,nested_oof
78,0.5322322249412537,3,4,nested_oof
89,0.22244355082511902,3,4,nested_oof
118,0.4325883388519287,3,4,nested_oof
123,0.15521803498268127,3,4,nested_oof
128,0.5525423884391785,3,4,nested_oof
134,0.7904955148696899,3,4,nested_oof
137,0.12129499763250351,3,4,nested_oof
142,0.6194777488708496,3,4,nested_oof
154,0.8261738419532776,3,4,nested_oof
159,0.8108396530151367,3,4,nested_oof
161,0.2710794508457184,3,4,nested_oof
163,0.40875956416130066,3,4,nested_oof
174,0.5491471290588379,3,4,nested_oof
181,0.8400455713272095,3,4,nested_oof
183,0.11440378427505493,3,4,nested_oof
187,0.408780962228775,3,4,nested_oof
188,0.35803186893463135,3,4,nested_oof
189,0.13749340176582336,3,4,nested_oof
207,0.11196847259998322,3,4,nested_oof
216,0.2113112360239029,3,4,nested_oof
217,0.2665354609489441,3,4,nested_oof
220,0.1459830403327942,3,4,nested_oof
221,0.20894882082939148,3,4,nested_oof
225,0.470169335603714,3,4,nested_oof
227,0.5562877058982849,3,4,nested_oof
237,0.379361093044281,3,4,nested_oof
242,0.33052846789360046,3,4,nested_oof
245,0.17695586383342743,3,4,nested_oof
247,0.10298711061477661,3,4,nested_oof
254,0.5602995753288269,3,4,nested_oof
258,0.33909961581230164,3,4,nested_oof
266,0.6277492642402649,3,4,nested_oof
267,0.23259161412715912,3,4,nested_oof
271,0.2516801357269287,3,4,nested_oof
272,0.6361072063446045,3,4,nested_oof
273,0.49059778451919556,3,4,nested_oof
274,0.6618614196777344,3,4,nested_oof
283,0.2915051281452179,3,4,nested_oof
288,0.7980542778968811,3,4,nested_oof
298,0.07977516949176788,3,4,nested_oof
313,0.574012815952301,3,4,nested_oof
316,0.7842794060707092,3,4,nested_oof
325,0.649448573589325,3,4,nested_oof
326,0.08253993093967438,3,4,nested_oof
327,0.6536610126495361,3,4,nested_oof
340,0.6135559678077698,3,4,nested_oof
348,0.28637632727622986,3,4,nested_oof
356,0.21653324365615845,3,4,nested_oof
359,0.8183099031448364,3,4,nested_oof
362,0.10070685297250748,3,4,nested_oof
369,0.6192607879638672,3,4,nested_oof
372,0.09481692314147949,3,4,nested_oof
374,0.11305730789899826,3,4,nested_oof
376,0.08870631456375122,3,4,nested_oof
382,0.8663939237594604,3,4,nested_oof
386,0.46705320477485657,3,4,nested_oof
388,0.0882532149553299,3,4,nested_oof
389,0.1792016625404358,3,4,nested_oof
391,0.13999736309051514,3,4,nested_oof
392,0.1410481184720993,3,4,nested_oof
394,0.2254587858915329,3,4,nested_oof
395,0.6737645268440247,3,4,nested_oof
396,0.6180608868598938,3,4,nested_oof
397,0.18314228951931,3,4,nested_oof
403,0.31578153371810913,3,4,nested_oof
409,0.45519736409187317,3,4,nested_oof
416,0.3497258424758911,3,4,nested_oof
421,0.280056357383728,3,4,nested_oof
