case_id,ai_probability_class_1,split,outer_fold,probability_source
67,0.0817502960562706,train,3,fast_insample
70,0.8263299465179443,train,3,fast_insample
71,0.07786981761455536,train,3,fast_insample
72,0.5663262605667114,train,3,fast_insample
73,0.09286314249038696,train,3,fast_insample
74,0.12183493375778198,train,3,fast_insample
76,0.9115803241729736,train,3,fast_insample
78,0.21252970397472382,train,3,fast_insample
80,0.874457061290741,train,3,fast_insample
81,0.7804907560348511,train,3,fast_insample
82,0.13992543518543243,train,3,fast_insample
84,0.06217210739850998,train,3,fast_insample
85,0.8891879320144653,train,3,fast_insample
86,0.7667328119277954,train,3,fast_insample
87,0.0707264095544815,train,3,fast_insample
88,0.37623900175094604,train,3,fast_insample
89,0.09487185627222061,train,3,fast_insample
92,0.41012826561927795,train,3,fast_insample
93,0.08980865031480789,train,3,fast_insample
94,0.0823855847120285,train,3,fast_insample
95,0.17992138862609863,train,3,fast_insample
96,0.09866982698440552,train,3,fast_insample
97,0.133108988404274,train,3,fast_insample
98,0.77281653881073,train,3,fast_insample
99,0.61561119556427,train,3,fast_insample
101,0.9629735350608826,train,3,fast_insample
102,0.13789339363574982,train,3,fast_insample
103,0.0745408907532692,train,3,fast_insample
104,0.20025686919689178,train,3,fast_insample
105,0.06852369010448456,train,3,fast_insample
108,0.45548543334007263,train,3,fast_insample
111,0.2698088586330414,train,3,fast_insample
112,0.10232933610677719,train,3,fast_insample
113,0.21256032586097717,train,3,fast_insample
114,0.23950570821762085,train,3,fast_insample
116,0.5618367791175842,train,3,fast_insample
117,0.9301556944847107,train,3,fast_insample
118,0.3337925374507904,train,3,fast_insample
119,0.29962870478630066,train,3,fast_insample
121,0.7949960827827454,train,3,fast_insample
122,0.7436423897743225,train,3,fast_insample
123,0.27239900827407837,train,3,fast_insample
125,0.7158821225166321,train,3,fast_insample
126,0.25297003984451294,train,3,fast_insample
127,0.36648452281951904,train,3,fast_insample
128,0.2692348062992096,train,3,fast_insample
129,0.9326961636543274,train,3,fast_insample
130,0.7233151197433472,train,3,fast_insample
131,0.6416182518005371,train,3,fast_insample
133,0.43125832080841064,train,3,fast_insample
134,0.6501687169075012,train,3,fast_insample
135,0.8184928297996521,train,3,fast_insample
136,0.10586602985858917,train,3,fast_insample
137,0.24439115822315216,train,3,fast_insample
138,0.8774579763412476,train,3,fast_insample
139,0.08784715086221695,train,3,fast_insample
140,0.0505337156355381,train,3,fast_insample
141,0.09524575620889664,train,3,fast_insample
142,0.36499643325805664,train,3,fast_insample
143,0.7107762098312378,train,3,fast_insample
144,0.8487604260444641,train,3,fast_insample
145,0.5295717716217041,train,3,fast_insample
146,0.4442044794559479,train,3,fast_insample
147,0.8609415292739868,train,3,fast_insample
148,0.18611544370651245,train,3,fast_insample
149,0.3173777759075165,train,3,fast_insample
150,0.1786317527294159,train,3,fast_insample
151,0.7094860076904297,train,3,fast_insample
152,0.5359821319580078,train,3,fast_insample
153,0.0676468089222908,train,3,fast_insample
154,0.8454985618591309,train,3,fast_insample
155,0.5880170464515686,train,3,fast_insample
156,0.213579922914505,train,3,fast_insample
157,0.9027871489524841,train,3,fast_insample
158,0.4449208080768585,train,3,fast_insample
159,0.9026070833206177,train,3,fast_insample
160,0.10891358554363251,train,3,fast_insample
161,0.16361720860004425,train,3,fast_insample
162,0.8812228441238403,train,3,fast_insample
163,0.6039221286773682,train,3,fast_insample
164,0.19857078790664673,train,3,fast_insample
165,0.9519457817077637,train,3,fast_insample
167,0.37108278274536133,train,3,fast_insample
168,0.09243088215589523,train,3,fast_insample
169,0.47206178307533264,train,3,fast_insample
172,0.6910262703895569,train,3,fast_insample
173,0.12372896075248718,train,3,fast_insample
174,0.5174202919006348,train,3,fast_insample
175,0.9403781890869141,train,3,fast_insample
176,0.1348395049571991,train,3,fast_insample
178,0.07901468873023987,train,3,fast_insample
179,0.9096876382827759,train,3,fast_insample
180,0.47868412733078003,train,3,fast_insample
181,0.9237766861915588,train,3,fast_insample
182,0.04157542809844017,train,3,fast_insample
183,0.09626733511686325,train,3,fast_insample
184,0.807959258556366,train,3,fast_insample
185,0.8373082876205444,train,3,fast_insample
186,0.1956140547990799,train,3,fast_insample
187,0.11604446917772293,train,3,fast_insample
188,0.23900753259658813,train,3,fast_insample
189,0.12093111127614975,train,3,fast_insample
190,0.558914065361023,train,3,fast_insample
192,0.6902493834495544,train,3,fast_insample
193,0.08301147818565369,train,3,fast_insample
194,0.8737109303474426,train,3,fast_insample
195,0.7362902164459229,train,3,fast_insample
196,0.09047774225473404,train,3,fast_insample
197,0.12503844499588013,train,3,fast_insample
198,0.03344989940524101,train,3,fast_insample
199,0.09184560924768448,train,3,fast_insample
200,0.1207665354013443,train,3,fast_insample
202,0.6091271638870239,train,3,fast_insample
204,0.9501321911811829,train,3,fast_insample
206,0.055561937391757965,train,3,fast_insample
207,0.12707562744617462,train,3,fast_insample
209,0.256038635969162,train,3,fast_insample
210,0.2516472339630127,train,3,fast_insample
211,0.7745808362960815,train,3,fast_insample
212,0.46949487924575806,train,3,fast_insample
213,0.7984747290611267,train,3,fast_insample
215,0.05520705506205559,train,3,fast_insample
216,0.09243947267532349,train,3,fast_insample
217,0.45774009823799133,train,3,fast_insample
218,0.08531653881072998,train,3,fast_insample
219,0.8154204487800598,train,3,fast_insample
220,0.3175466060638428,train,3,fast_insample
221,0.272500604391098,train,3,fast_insample
222,0.23985357582569122,train,3,fast_insample
224,0.874923586845398,train,3,fast_insample
225,0.1894492506980896,train,3,fast_insample
227,0.18835626542568207,train,3,fast_insample
228,0.17300288379192352,train,3,fast_insample
230,0.827011227607727,train,3,fast_insample
231,0.8874521851539612,train,3,fast_insample
232,0.5156680345535278,train,3,fast_insample
233,0.5711773633956909,train,3,fast_insample
237,0.24226254224777222,train,3,fast_insample
238,0.03427394479513168,train,3,fast_insample
239,0.18462198972702026,train,3,fast_insample
240,0.5924875140190125,train,3,fast_insample
241,0.9159331917762756,train,3,fast_insample
242,0.5778180956840515,train,3,fast_insample
243,0.3165944814682007,train,3,fast_insample
244,0.1743309497833252,train,3,fast_insample
245,0.33994537591934204,train,3,fast_insample
246,0.609641432762146,train,3,fast_insample
247,0.12497300654649734,train,3,fast_insample
248,0.18639607727527618,train,3,fast_insample
251,0.7284559011459351,train,3,fast_insample
252,0.18023142218589783,train,3,fast_insample
254,0.201629176735878,train,3,fast_insample
255,0.6258959770202637,train,3,fast_insample
258,0.13601453602313995,train,3,fast_insample
259,0.7645421028137207,train,3,fast_insample
262,0.12347879260778427,train,3,fast_insample
263,0.7625741958618164,train,3,fast_insample
264,0.6240622401237488,train,3,fast_insample
266,0.8721708655357361,train,3,fast_insample
267,0.09467989206314087,train,3,fast_insample
270,0.9587257504463196,train,3,fast_insample
271,0.16039563715457916,train,3,fast_insample
272,0.8094100952148438,train,3,fast_insample
273,0.3660099506378174,train,3,fast_insample
274,0.21676142513751984,train,3,fast_insample
275,0.34979355335235596,train,3,fast_insample
276,0.6934230327606201,train,3,fast_insample
277,0.45651841163635254,train,3,fast_insample
278,0.1838982254266739,train,3,fast_insample
279,0.8825481534004211,train,3,fast_insample
281,0.8952658772468567,train,3,fast_insample
282,0.1895548403263092,train,3,fast_insample
283,0.09619203209877014,train,3,fast_insample
284,0.18657489120960236,train,3,fast_insample
285,0.0932769849896431,train,3,fast_insample
287,0.8303127288818359,train,3,fast_insample
288,0.9408857226371765,train,3,fast_insample
289,0.11895808577537537,train,3,fast_insample
292,0.08985118567943573,train,3,fast_insample
293,0.9238364696502686,train,3,fast_insample
295,0.15817558765411377,train,3,fast_insample
298,0.32184579968452454,train,3,fast_insample
299,0.15633554756641388,train,3,fast_insample
300,0.8232342600822449,train,3,fast_insample
301,0.4949709475040436,train,3,fast_insample
302,0.5353075265884399,train,3,fast_insample
303,0.6870468258857727,train,3,fast_insample
304,0.5054880380630493,train,3,fast_insample
305,0.5226104855537415,train,3,fast_insample
306,0.17822542786598206,train,3,fast_insample
309,0.761077880859375,train,3,fast_insample
310,0.31352436542510986,train,3,fast_insample
311,0.034747473895549774,train,3,fast_insample
313,0.8399862051010132,train,3,fast_insample
314,0.8959874510765076,train,3,fast_insample
315,0.9258435368537903,train,3,fast_insample
316,0.8580362200737,train,3,fast_insample
317,0.8297762274742126,train,3,fast_insample
318,0.3167576193809509,train,3,fast_insample
319,0.04741513356566429,train,3,fast_insample
320,0.3650503158569336,train,3,fast_insample
321,0.12390317767858505,train,3,fast_insample
322,0.508185625076294,train,3,fast_insample
323,0.8639380931854248,train,3,fast_insample
324,0.6477428078651428,train,3,fast_insample
325,0.6363588571548462,train,3,fast_insample
326,0.2896779775619507,train,3,fast_insample
327,0.5934042930603027,train,3,fast_insample
328,0.15569286048412323,train,3,fast_insample
329,0.6300436854362488,train,3,fast_insample
330,0.3683820962905884,train,3,fast_insample
331,0.8390606641769409,train,3,fast_insample
333,0.6776831746101379,train,3,fast_insample
334,0.42817699909210205,train,3,fast_insample
335,0.1277182251214981,train,3,fast_insample
336,0.10185643285512924,train,3,fast_insample
337,0.1786070615053177,train,3,fast_insample
338,0.9142367839813232,train,3,fast_insample
339,0.20901340246200562,train,3,fast_insample
340,0.8158026933670044,train,3,fast_insample
341,0.8643743395805359,train,3,fast_insample
342,0.18586190044879913,train,3,fast_insample
343,0.34184694290161133,train,3,fast_insample
344,0.2231575846672058,train,3,fast_insample
345,0.20775927603244781,train,3,fast_insample
346,0.0946364477276802,train,3,fast_insample
348,0.41403162479400635,train,3,fast_insample
349,0.9440867304801941,train,3,fast_insample
351,0.7332167625427246,train,3,fast_insample
353,0.7268117666244507,train,3,fast_insample
355,0.36540472507476807,train,3,fast_insample
356,0.47897735238075256,train,3,fast_insample
357,0.16072684526443481,train,3,fast_insample
359,0.8291663527488708,train,3,fast_insample
360,0.3354557752609253,train,3,fast_insample
361,0.16495680809020996,train,3,fast_insample
362,0.06338212639093399,train,3,fast_insample
363,0.8715946078300476,train,3,fast_insample
364,0.5215712785720825,train,3,fast_insample
365,0.34639275074005127,train,3,fast_insample
368,0.6497987508773804,train,3,fast_insample
369,0.8637903332710266,train,3,fast_insample
370,0.8255150318145752,train,3,fast_insample
371,0.6059311032295227,train,3,fast_insample
372,0.11971830576658249,train,3,fast_insample
374,0.06908182799816132,train,3,fast_insample
375,0.2512856125831604,train,3,fast_insample
376,0.06974314153194427,train,3,fast_insample
377,0.2919440269470215,train,3,fast_insample
378,0.12343716621398926,train,3,fast_insample
379,0.05205938592553139,train,3,fast_insample
380,0.7291209101676941,train,3,fast_insample
381,0.9253941178321838,train,3,fast_insample
382,0.9226563572883606,train,3,fast_insample
383,0.7115776538848877,train,3,fast_insample
384,0.07706375420093536,train,3,fast_insample
385,0.7210534811019897,train,3,fast_insample
386,0.12540185451507568,train,3,fast_insample
387,0.04307296872138977,train,3,fast_insample
388,0.11003844439983368,train,3,fast_insample
389,0.20764514803886414,train,3,fast_insample
390,0.19978538155555725,train,3,fast_insample
391,0.058554090559482574,train,3,fast_insample
392,0.1739090234041214,train,3,fast_insample
394,0.0827033594250679,train,3,fast_insample
395,0.8375355005264282,train,3,fast_insample
396,0.4441384971141815,train,3,fast_insample
397,0.2483467310667038,train,3,fast_insample
398,0.7697368264198303,train,3,fast_insample
399,0.19005811214447021,train,3,fast_insample
400,0.1991509348154068,train,3,fast_insample
401,0.9241382479667664,train,3,fast_insample
402,0.0685054138302803,train,3,fast_insample
403,0.46033260226249695,train,3,fast_insample
406,0.14465947449207306,train,3,fast_insample
408,0.05918513983488083,train,3,fast_insample
409,0.7586743235588074,train,3,fast_insample
410,0.2944962680339813,train,3,fast_insample
411,0.6194364428520203,train,3,fast_insample
412,0.0978807732462883,train,3,fast_insample
413,0.12183421105146408,train,3,fast_insample
414,0.26721566915512085,train,3,fast_insample
415,0.8563424944877625,train,3,fast_insample
416,0.5624119639396667,train,3,fast_insample
418,0.1252102255821228,train,3,fast_insample
420,0.21183104813098907,train,3,fast_insample
421,0.14181099832057953,train,3,fast_insample
422,0.21406744420528412,train,3,fast_insample
424,0.3193556070327759,train,3,fast_insample
426,0.9345614910125732,train,3,fast_insample
427,0.2427949458360672,train,3,fast_insample
1,0.23237425088882446,test,3,fast_test
3,0.15358594059944153,test,3,fast_test
8,0.8502014875411987,test,3,fast_test
9,0.3936648666858673,test,3,fast_test
10,0.11405614763498306,test,3,fast_test
12,0.6051556468009949,test,3,fast_test
15,0.2853360176086426,test,3,fast_test
29,0.26879698038101196,test,3,fast_test
33,0.2812146246433258,test,3,fast_test
38,0.20574058592319489,test,3,fast_test
41,0.787860631942749,test,3,fast_test
49,0.07230319082736969,test,3,fast_test
53,0.15165406465530396,test,3,fast_test
54,0.46543410420417786,test,3,fast_test
57,0.6602823138237,test,3,fast_test
68,0.9056252837181091,test,3,fast_test
69,0.2448437660932541,test,3,fast_test
75,0.14932380616664886,test,3,fast_test
77,0.5097342133522034,test,3,fast_test
79,0.18289834260940552,test,3,fast_test
83,0.8306794166564941,test,3,fast_test
90,0.41239267587661743,test,3,fast_test
91,0.26351669430732727,test,3,fast_test
100,0.07412368059158325,test,3,fast_test
106,0.2641141712665558,test,3,fast_test
107,0.30968809127807617,test,3,fast_test
109,0.3221053183078766,test,3,fast_test
110,0.3777567446231842,test,3,fast_test
115,0.49885085225105286,test,3,fast_test
120,0.9318293333053589,test,3,fast_test
124,0.29295507073402405,test,3,fast_test
132,0.26751622557640076,test,3,fast_test
166,0.40618979930877686,test,3,fast_test
170,0.22064952552318573,test,3,fast_test
171,0.5065661668777466,test,3,fast_test
177,0.3241990804672241,test,3,fast_test
191,0.08301731944084167,test,3,fast_test
201,0.130088672041893,test,3,fast_test
203,0.8917955756187439,test,3,fast_test
205,0.18877314031124115,test,3,fast_test
208,0.7395480871200562,test,3,fast_test
214,0.6739788055419922,test,3,fast_test
223,0.2154208868741989,test,3,fast_test
226,0.17352116107940674,test,3,fast_test
229,0.25154075026512146,test,3,fast_test
234,0.07651272416114807,test,3,fast_test
235,0.6403217315673828,test,3,fast_test
236,0.44279369711875916,test,3,fast_test
249,0.33598729968070984,test,3,fast_test
250,0.1840316355228424,test,3,fast_test
253,0.8511270880699158,test,3,fast_test
256,0.2711448669433594,test,3,fast_test
257,0.19019107520580292,test,3,fast_test
260,0.9265434145927429,test,3,fast_test
261,0.3763743042945862,test,3,fast_test
265,0.7649863958358765,test,3,fast_test
268,0.18668529391288757,test,3,fast_test
269,0.20837409794330597,test,3,fast_test
280,0.9076880812644958,test,3,fast_test
286,0.1591465324163437,test,3,fast_test
290,0.3119663596153259,test,3,fast_test
291,0.5544639825820923,test,3,fast_test
294,0.785082221031189,test,3,fast_test
296,0.651818037033081,test,3,fast_test
297,0.21144235134124756,test,3,fast_test
307,0.6209907531738281,test,3,fast_test
308,0.14216400682926178,test,3,fast_test
312,0.3134361505508423,test,3,fast_test
332,0.18134218454360962,test,3,fast_test
347,0.1344936341047287,test,3,fast_test
350,0.7174043655395508,test,3,fast_test
352,0.2755689322948456,test,3,fast_test
354,0.7619202733039856,test,3,fast_test
358,0.20742695033550262,test,3,fast_test
366,0.26581352949142456,test,3,fast_test
367,0.7503889203071594,test,3,fast_test
373,0.10879074782133102,test,3,fast_test
393,0.676543653011322,test,3,fast_test
404,0.2005443125963211,test,3,fast_test
405,0.22724924981594086,test,3,fast_test
407,0.07192379236221313,test,3,fast_test
417,0.4081750512123108,test,3,fast_test
419,0.21634039282798767,test,3,fast_test
423,0.13915476202964783,test,3,fast_test
425,0.12128087133169174,test,3,fast_test
