case_id,ai_probability_class_1,outer_fold,inner_fold,probability_source
280,0.9905285239219666,1,1,nested_oof
287,0.6186502575874329,1,1,nested_oof
292,0.13656987249851227,1,1,nested_oof
301,0.8156754970550537,1,1,nested_oof
309,0.9236720204353333,1,1,nested_oof
311,0.0435866042971611,1,1,nested_oof
312,0.13661421835422516,1,1,nested_oof
313,0.9565510153770447,1,1,nested_oof
316,0.9671763777732849,1,1,nested_oof
323,0.993110179901123,1,1,nested_oof
328,0.03215691074728966,1,1,nested_oof
331,0.9978715181350708,1,1,nested_oof
341,0.9964355230331421,1,1,nested_oof
344,0.06776896119117737,1,1,nested_oof
345,0.16725032031536102,1,1,nested_oof
349,0.9976599216461182,1,1,nested_oof
353,0.8514583110809326,1,1,nested_oof
354,0.9900859594345093,1,1,nested_oof
355,0.6120105981826782,1,1,nested_oof
359,0.9354444146156311,1,1,nested_oof
360,0.4101884365081787,1,1,nested_oof
361,0.4143359065055847,1,1,nested_oof
365,0.8703517913818359,1,1,nested_oof
369,0.8109790682792664,1,1,nested_oof
370,0.8567306399345398,1,1,nested_oof
371,0.9335020184516907,1,1,nested_oof
375,0.1271001547574997,1,1,nested_oof
383,0.9943404197692871,1,1,nested_oof
386,0.17877191305160522,1,1,nested_oof
400,0.4970112144947052,1,1,nested_oof
412,0.13603514432907104,1,1,nested_oof
415,0.9841490387916565,1,1,nested_oof
420,0.10260286927223206,1,1,nested_oof
423,0.1248125284910202,1,1,nested_oof
425,0.6921365261077881,1,1,nested_oof
5,0.06757346540689468,1,2,nested_oof
11,0.8992578387260437,1,2,nested_oof
14,0.9017888903617859,1,2,nested_oof
15,0.838827908039093,1,2,nested_oof
18,0.20655016601085663,1,2,nested_oof
21,0.03276631608605385,1,2,nested_oof
25,0.7949261665344238,1,2,nested_oof
30,0.012368478812277317,1,2,nested_oof
32,0.5198748111724854,1,2,nested_oof
34,0.8873120546340942,1,2,nested_oof
36,0.29902809858322144,1,2,nested_oof
37,0.09406471997499466,1,2,nested_oof
38,0.7573844194412231,1,2,nested_oof
40,0.7240958213806152,1,2,nested_oof
48,0.8498806357383728,1,2,nested_oof
49,0.11544714868068695,1,2,nested_oof
50,0.7537577748298645,1,2,nested_oof
51,0.9052472710609436,1,2,nested_oof
55,0.5906263589859009,1,2,nested_oof
58,0.018024388700723648,1,2,nested_oof
69,0.13340316712856293,1,2,nested_oof
87,0.149812713265419,1,2,nested_oof
88,0.2521810233592987,1,2,nested_oof
92,0.13154180347919464,1,2,nested_oof
100,0.07911159098148346,1,2,nested_oof
104,0.6497929096221924,1,2,nested_oof
114,0.05805633217096329,1,2,nested_oof
117,0.9000725746154785,1,2,nested_oof
120,0.9009313583374023,1,2,nested_oof
122,0.7114585041999817,1,2,nested_oof
125,0.6819925904273987,1,2,nested_oof
130,0.8610010147094727,1,2,nested_oof
136,0.04227621480822563,1,2,nested_oof
148,0.09116720408201218,1,2,nested_oof
151,0.8267204761505127,1,2,nested_oof
152,0.8006650805473328,1,2,nested_oof
155,0.698898196220398,1,2,nested_oof
164,0.08121258020401001,1,2,nested_oof
176,0.14141353964805603,1,2,nested_oof
181,0.9623963236808777,1,2,nested_oof
184,0.907755434513092,1,2,nested_oof
187,0.09731411933898926,1,2,nested_oof
188,0.8098196387290955,1,2,nested_oof
189,0.21826544404029846,1,2,nested_oof
190,0.9592240452766418,1,2,nested_oof
191,0.08118920773267746,1,2,nested_oof
194,0.951509416103363,1,2,nested_oof
200,0.17185166478157043,1,2,nested_oof
205,0.1003890335559845,1,2,nested_oof
214,0.9557003378868103,1,2,nested_oof
227,0.037464261054992676,1,2,nested_oof
229,0.087041474878788,1,2,nested_oof
232,0.3832384943962097,1,2,nested_oof
242,0.5275255441665649,1,2,nested_oof
250,0.036045245826244354,1,2,nested_oof
252,0.029612891376018524,1,2,nested_oof
254,0.2917877435684204,1,2,nested_oof
265,0.7168710231781006,1,2,nested_oof
272,0.8034287095069885,1,2,nested_oof
296,0.18631796538829803,1,2,nested_oof
300,0.7244223952293396,1,2,nested_oof
303,0.8438222408294678,1,2,nested_oof
322,0.1919584721326828,1,2,nested_oof
326,0.38497194647789,1,2,nested_oof
330,0.5712506175041199,1,2,nested_oof
339,0.05646486207842827,1,2,nested_oof
342,0.2606050968170166,1,2,nested_oof
346,0.038255248218774796,1,2,nested_oof
347,0.13152344524860382,1,2,nested_oof
352,0.3729007840156555,1,2,nested_oof
356,0.8402037620544434,1,2,nested_oof
366,0.4739404618740082,1,2,nested_oof
368,0.6963754296302795,1,2,nested_oof
378,0.03406107425689697,1,2,nested_oof
388,0.18863101303577423,1,2,nested_oof
394,0.08035919815301895,1,2,nested_oof
395,0.4950445890426636,1,2,nested_oof
396,0.7566810250282288,1,2,nested_oof
398,0.9179235696792603,1,2,nested_oof
402,0.023299697786569595,1,2,nested_oof
404,0.798097550868988,1,2,nested_oof
405,0.19908972084522247,1,2,nested_oof
409,0.3382439613342285,1,2,nested_oof
417,0.07197099179029465,1,2,nested_oof
418,0.20796892046928406,1,2,nested_oof
8,0.8827115893363953,1,3,nested_oof
9,0.8650710582733154,1,3,nested_oof
12,0.8230693936347961,1,3,nested_oof
13,0.027936045080423355,1,3,nested_oof
16,0.8094742894172668,1,3,nested_oof
20,0.8528611063957214,1,3,nested_oof
29,0.35403624176979065,1,3,nested_oof
33,0.15231791138648987,1,3,nested_oof
45,0.9875280261039734,1,3,nested_oof
53,0.02133484184741974,1,3,nested_oof
62,0.023420527577400208,1,3,nested_oof
64,0.06393922865390778,1,3,nested_oof
75,0.014688298106193542,1,3,nested_oof
77,0.637557327747345,1,3,nested_oof
97,0.16878123581409454,1,3,nested_oof
106,0.14239661395549774,1,3,nested_oof
109,0.859775960445404,1,3,nested_oof
110,0.2326175421476364,1,3,nested_oof
112,0.037880148738622665,1,3,nested_oof
118,0.029313797131180763,1,3,nested_oof
128,0.21663020551204681,1,3,nested_oof
133,0.42786848545074463,1,3,nested_oof
134,0.6333363056182861,1,3,nested_oof
137,0.17479637265205383,1,3,nested_oof
138,0.9683870077133179,1,3,nested_oof
139,0.06694870442152023,1,3,nested_oof
140,0.028483115136623383,1,3,nested_oof
145,0.7476608157157898,1,3,nested_oof
150,0.030021285638213158,1,3,nested_oof
156,0.3125476539134979,1,3,nested_oof
159,0.9862501621246338,1,3,nested_oof
170,0.4119322896003723,1,3,nested_oof
171,0.7125668525695801,1,3,nested_oof
174,0.33834800124168396,1,3,nested_oof
178,0.13521893322467804,1,3,nested_oof
183,0.08451488614082336,1,3,nested_oof
193,0.15508674085140228,1,3,nested_oof
201,0.15879559516906738,1,3,nested_oof
208,0.9246934056282043,1,3,nested_oof
220,0.2669833302497864,1,3,nested_oof
233,0.6986850500106812,1,3,nested_oof
236,0.2808536887168884,1,3,nested_oof
239,0.5632164478302002,1,3,nested_oof
245,0.29655274748802185,1,3,nested_oof
246,0.783581018447876,1,3,nested_oof
249,0.23656083643436432,1,3,nested_oof
264,0.6766155362129211,1,3,nested_oof
268,0.5014095306396484,1,3,nested_oof
269,0.6469403505325317,1,3,nested_oof
271,0.7987198829650879,1,3,nested_oof
281,0.8157062530517578,1,3,nested_oof
286,0.035318173468112946,1,3,nested_oof
290,0.17603611946105957,1,3,nested_oof
293,0.9759261012077332,1,3,nested_oof
294,0.26673975586891174,1,3,nested_oof
297,0.07580207288265228,1,3,nested_oof
298,0.4033631682395935,1,3,nested_oof
302,0.7949262857437134,1,3,nested_oof
308,0.08020919561386108,1,3,nested_oof
310,0.05684282258152962,1,3,nested_oof
319,0.027450591325759888,1,3,nested_oof
321,0.10139764100313187,1,3,nested_oof
324,0.5730242729187012,1,3,nested_oof
325,0.9301935434341431,1,3,nested_oof
333,0.5932828783988953,1,3,nested_oof
336,0.11044298857450485,1,3,nested_oof
338,0.8563263416290283,1,3,nested_oof
357,0.06628111004829407,1,3,nested_oof
362,0.2772035300731659,1,3,nested_oof
364,0.6855859756469727,1,3,nested_oof
367,0.975632905960083,1,3,nested_oof
372,0.7010574340820312,1,3,nested_oof
373,0.08760049194097519,1,3,nested_oof
376,0.016150468960404396,1,3,nested_oof
381,0.9590305685997009,1,3,nested_oof
384,0.010779004544019699,1,3,nested_oof
387,0.005727818235754967,1,3,nested_oof
389,0.03862905502319336,1,3,nested_oof
399,0.42476287484169006,1,3,nested_oof
406,0.016113189980387688,1,3,nested_oof
407,0.046167124062776566,1,3,nested_oof
408,0.09516897052526474,1,3,nested_oof
410,0.8220882415771484,1,3,nested_oof
416,0.09304995834827423,1,3,nested_oof
426,0.9767375588417053,1,3,nested_oof
1,0.4440365135669708,1,4,nested_oof
2,0.5759420990943909,1,4,nested_oof
4,0.4302046597003937,1,4,nested_oof
28,0.7008576989173889,1,4,nested_oof
31,0.6318051218986511,1,4,nested_oof
35,0.48588207364082336,1,4,nested_oof
43,0.5741772651672363,1,4,nested_oof
66,0.44960159063339233,1,4,nested_oof
68,0.5908145904541016,1,4,nested_oof
74,0.5243327617645264,1,4,nested_oof
76,0.5910313129425049,1,4,nested_oof
79,0.5012685656547546,1,4,nested_oof
83,0.525185227394104,1,4,nested_oof
91,0.6063175201416016,1,4,nested_oof
95,0.5131925344467163,1,4,nested_oof
102,0.49341362714767456,1,4,nested_oof
105,0.4298267364501953,1,4,nested_oof
107,0.48294711112976074,1,4,nested_oof
113,0.47552791237831116,1,4,nested_oof
124,0.5019493699073792,1,4,nested_oof
127,0.6110603213310242,1,4,nested_oof
131,0.5788164138793945,1,4,nested_oof
132,0.5615441799163818,1,4,nested_oof
144,0.5855650305747986,1,4,nested_oof
153,0.48123547434806824,1,4,nested_oof
158,0.6002834439277649,1,4,nested_oof
161,0.3669331967830658,1,4,nested_oof
163,0.3986237645149231,1,4,nested_oof
169,0.6199873089790344,1,4,nested_oof
173,0.4067789614200592,1,4,nested_oof
177,0.569157063961029,1,4,nested_oof
180,0.610966145992279,1,4,nested_oof
182,0.35480841994285583,1,4,nested_oof
195,0.6849054098129272,1,4,nested_oof
199,0.4295700490474701,1,4,nested_oof
213,0.5297501683235168,1,4,nested_oof
217,0.5941928625106812,1,4,nested_oof
219,0.6662023663520813,1,4,nested_oof
222,0.5673083066940308,1,4,nested_oof
224,0.4922642409801483,1,4,nested_oof
226,0.5024635195732117,1,4,nested_oof
228,0.5241671204566956,1,4,nested_oof
230,0.6896894574165344,1,4,nested_oof
234,0.35249102115631104,1,4,nested_oof
235,0.6820272207260132,1,4,nested_oof
238,0.35331428050994873,1,4,nested_oof
241,0.6724959015846252,1,4,nested_oof
243,0.39452701807022095,1,4,nested_oof
247,0.5725827217102051,1,4,nested_oof
251,0.4864446818828583,1,4,nested_oof
253,0.6056151390075684,1,4,nested_oof
256,0.4472093880176544,1,4,nested_oof
257,0.4723294973373413,1,4,nested_oof
261,0.42466408014297485,1,4,nested_oof
262,0.38301119208335876,1,4,nested_oof
263,0.5857272744178772,1,4,nested_oof
284,0.5957418084144592,1,4,nested_oof
285,0.47162091732025146,1,4,nested_oof
288,0.5912464261054993,1,4,nested_oof
289,0.4574069678783417,1,4,nested_oof
291,0.6670133471488953,1,4,nested_oof
299,0.5035298466682434,1,4,nested_oof
306,0.6422067880630493,1,4,nested_oof
307,0.568874180316925,1,4,nested_oof
315,0.6006610989570618,1,4,nested_oof
320,0.6066485643386841,1,4,nested_oof
327,0.45793718099594116,1,4,nested_oof
332,0.354527086019516,1,4,nested_oof
335,0.5936532616615295,1,4,nested_oof
340,0.44912534952163696,1,4,nested_oof
343,0.6063229441642761,1,4,nested_oof
350,0.6779633164405823,1,4,nested_oof
351,0.5284100770950317,1,4,nested_oof
358,0.5811085104942322,1,4,nested_oof
377,0.5193411707878113,1,4,nested_oof
379,0.502549409866333,1,4,nested_oof
390,0.508280336856842,1,4,nested_oof
392,0.5046581625938416,1,4,nested_oof
393,0.4932313859462738,1,4,nested_oof
397,0.4218883216381073,1,4,nested_oof
401,0.571857750415802,1,4,nested_oof
403,0.48691225051879883,1,4,nested_oof
414,0.4537746012210846,1,4,nested_oof
419,0.547134518623352,1,4,nested_oof
424,0.5608672499656677,1,4,nested_oof
