case_id,ai_probability_class_1,outer_fold,inner_fold,probability_source
256,0.8608627319335938,4,1,nested_oof
260,0.9986610412597656,4,1,nested_oof
279,0.9030263423919678,4,1,nested_oof
283,0.007689699064940214,4,1,nested_oof
285,0.004277469124644995,4,1,nested_oof
289,0.28865373134613037,4,1,nested_oof
292,0.13284710049629211,4,1,nested_oof
295,0.21066972613334656,4,1,nested_oof
298,0.0011204450856894255,4,1,nested_oof
300,0.8110182881355286,4,1,nested_oof
310,0.0036413075868040323,4,1,nested_oof
316,0.9968999624252319,4,1,nested_oof
318,0.11971427500247955,4,1,nested_oof
325,0.977843701839447,4,1,nested_oof
337,0.21731410920619965,4,1,nested_oof
341,0.9682568907737732,4,1,nested_oof
343,0.13754130899906158,4,1,nested_oof
348,0.9850664138793945,4,1,nested_oof
350,0.5632098317146301,4,1,nested_oof
352,0.888760507106781,4,1,nested_oof
353,0.5648544430732727,4,1,nested_oof
354,0.9732775092124939,4,1,nested_oof
356,0.3197401165962219,4,1,nested_oof
363,0.986902117729187,4,1,nested_oof
364,0.9495945572853088,4,1,nested_oof
366,0.9744594693183899,4,1,nested_oof
368,0.9952313303947449,4,1,nested_oof
369,0.990486204624176,4,1,nested_oof
372,0.0034126199316233397,4,1,nested_oof
378,0.0249033123254776,4,1,nested_oof
379,0.025578944012522697,4,1,nested_oof
386,0.0011316270101815462,4,1,nested_oof
390,0.007127351593226194,4,1,nested_oof
398,0.9885367155075073,4,1,nested_oof
401,0.997599184513092,4,1,nested_oof
411,0.40641528367996216,4,1,nested_oof
413,0.3936313986778259,4,1,nested_oof
422,0.32788437604904175,4,1,nested_oof
2,0.4143187701702118,4,2,nested_oof
15,0.48231735825538635,4,2,nested_oof
21,0.016477646306157112,4,2,nested_oof
24,0.8768705725669861,4,2,nested_oof
36,0.5688795447349548,4,2,nested_oof
37,0.3007139265537262,4,2,nested_oof
40,0.8867874145507812,4,2,nested_oof
42,0.3972151577472687,4,2,nested_oof
46,0.07622312009334564,4,2,nested_oof
48,0.9397587776184082,4,2,nested_oof
51,0.6745637655258179,4,2,nested_oof
52,0.5737583041191101,4,2,nested_oof
53,0.012180188670754433,4,2,nested_oof
65,0.3108173608779907,4,2,nested_oof
70,0.8955441117286682,4,2,nested_oof
75,0.1321597695350647,4,2,nested_oof
79,0.3405399024486542,4,2,nested_oof
86,0.25767257809638977,4,2,nested_oof
88,0.052775103598833084,4,2,nested_oof
98,0.8590461611747742,4,2,nested_oof
103,0.06624620407819748,4,2,nested_oof
112,0.07350100576877594,4,2,nested_oof
113,0.5565622448921204,4,2,nested_oof
114,0.08130175620317459,4,2,nested_oof
124,0.5591462254524231,4,2,nested_oof
130,0.92344069480896,4,2,nested_oof
133,0.6991806626319885,4,2,nested_oof
138,0.9714853763580322,4,2,nested_oof
139,0.0107953529804945,4,2,nested_oof
141,0.07110791653394699,4,2,nested_oof
143,0.49283432960510254,4,2,nested_oof
147,0.9030277729034424,4,2,nested_oof
155,0.43413642048835754,4,2,nested_oof
156,0.31345924735069275,4,2,nested_oof
158,0.22062678635120392,4,2,nested_oof
165,0.9617846608161926,4,2,nested_oof
170,0.08105885237455368,4,2,nested_oof
179,0.9932912588119507,4,2,nested_oof
186,0.9334602952003479,4,2,nested_oof
196,0.02774120680987835,4,2,nested_oof
200,0.7222761511802673,4,2,nested_oof
206,0.16008156538009644,4,2,nested_oof
209,0.4549386203289032,4,2,nested_oof
212,0.8405335545539856,4,2,nested_oof
214,0.9740481376647949,4,2,nested_oof
220,0.09595514833927155,4,2,nested_oof
240,0.883236289024353,4,2,nested_oof
241,0.9611316323280334,4,2,nested_oof
242,0.29089614748954773,4,2,nested_oof
243,0.44950613379478455,4,2,nested_oof
262,0.03741636499762535,4,2,nested_oof
265,0.9749792218208313,4,2,nested_oof
266,0.8624523282051086,4,2,nested_oof
267,0.612384557723999,4,2,nested_oof
268,0.06965495645999908,4,2,nested_oof
269,0.9343827366828918,4,2,nested_oof
276,0.9865307211875916,4,2,nested_oof
286,0.03230632469058037,4,2,nested_oof
288,0.9740056395530701,4,2,nested_oof
290,0.1256674826145172,4,2,nested_oof
294,0.9677435159683228,4,2,nested_oof
306,0.42296841740608215,4,2,nested_oof
307,0.6342072486877441,4,2,nested_oof
308,0.05853481963276863,4,2,nested_oof
314,0.9388611316680908,4,2,nested_oof
317,0.9086163640022278,4,2,nested_oof
322,0.9734862446784973,4,2,nested_oof
323,0.9783185720443726,4,2,nested_oof
329,0.19283345341682434,4,2,nested_oof
332,0.056386251002550125,4,2,nested_oof
335,0.18307305872440338,4,2,nested_oof
349,0.9618122577667236,4,2,nested_oof
355,0.10046959668397903,4,2,nested_oof
359,0.7100640535354614,4,2,nested_oof
361,0.014166591688990593,4,2,nested_oof
362,0.13884085416793823,4,2,nested_oof
367,0.9915339350700378,4,2,nested_oof
371,0.9330806732177734,4,2,nested_oof
373,0.22009500861167908,4,2,nested_oof
376,0.02704925276339054,4,2,nested_oof
384,0.016223056241869926,4,2,nested_oof
395,0.860530436038971,4,2,nested_oof
397,0.1664714515209198,4,2,nested_oof
404,0.21400588750839233,4,2,nested_oof
414,0.7663806676864624,4,2,nested_oof
419,0.2916252017021179,4,2,nested_oof
6,0.6873400807380676,4,3,nested_oof
10,0.18688231706619263,4,3,nested_oof
12,0.4610843360424042,4,3,nested_oof
27,0.07165071368217468,4,3,nested_oof
28,0.9315474629402161,4,3,nested_oof
30,0.004188836552202702,4,3,nested_oof
33,0.06425604969263077,4,3,nested_oof
44,0.8470449447631836,4,3,nested_oof
45,0.9030361771583557,4,3,nested_oof
49,0.05188164487481117,4,3,nested_oof
60,0.0627671554684639,4,3,nested_oof
68,0.8868309855461121,4,3,nested_oof
78,0.061140239238739014,4,3,nested_oof
81,0.6922934055328369,4,3,nested_oof
83,0.9405902624130249,4,3,nested_oof
84,0.007172245532274246,4,3,nested_oof
85,0.7839917540550232,4,3,nested_oof
89,0.008146370761096478,4,3,nested_oof
90,0.1610478311777115,4,3,nested_oof
95,0.35798394680023193,4,3,nested_oof
106,0.08175699412822723,4,3,nested_oof
109,0.2961253523826599,4,3,nested_oof
110,0.20763756334781647,4,3,nested_oof
111,0.7328080534934998,4,3,nested_oof
116,0.3679048717021942,4,3,nested_oof
117,0.952354371547699,4,3,nested_oof
127,0.6061687469482422,4,3,nested_oof
128,0.2573942542076111,4,3,nested_oof
132,0.09562486410140991,4,3,nested_oof
134,0.12412199378013611,4,3,nested_oof
135,0.4569810926914215,4,3,nested_oof
146,0.8717316389083862,4,3,nested_oof
148,0.045477937906980515,4,3,nested_oof
163,0.03786475956439972,4,3,nested_oof
167,0.3482900559902191,4,3,nested_oof
169,0.6994404196739197,4,3,nested_oof
176,0.30625197291374207,4,3,nested_oof
178,0.09656625986099243,4,3,nested_oof
197,0.07175468653440475,4,3,nested_oof
210,0.6295457482337952,4,3,nested_oof
217,0.5213161706924438,4,3,nested_oof
223,0.501251220703125,4,3,nested_oof
225,0.024691155180335045,4,3,nested_oof
229,0.015312263742089272,4,3,nested_oof
238,0.0036507658660411835,4,3,nested_oof
244,0.06551838666200638,4,3,nested_oof
246,0.26731404662132263,4,3,nested_oof
248,0.055435799062252045,4,3,nested_oof
252,0.03216598182916641,4,3,nested_oof
253,0.8024426102638245,4,3,nested_oof
254,0.012184877879917622,4,3,nested_oof
255,0.5185386538505554,4,3,nested_oof
257,0.03481684625148773,4,3,nested_oof
259,0.4096963703632355,4,3,nested_oof
270,0.9695107936859131,4,3,nested_oof
275,0.0513436533510685,4,3,nested_oof
301,0.4906773269176483,4,3,nested_oof
303,0.6465326547622681,4,3,nested_oof
304,0.4376319944858551,4,3,nested_oof
305,0.31519636511802673,4,3,nested_oof
312,0.2019812911748886,4,3,nested_oof
315,0.9583951234817505,4,3,nested_oof
333,0.01619132049381733,4,3,nested_oof
334,0.054061561822891235,4,3,nested_oof
338,0.5002774000167847,4,3,nested_oof
342,0.3267819881439209,4,3,nested_oof
344,0.018342789262533188,4,3,nested_oof
346,0.024792231619358063,4,3,nested_oof
358,0.2533503770828247,4,3,nested_oof
360,0.12519629299640656,4,3,nested_oof
370,0.5177650451660156,4,3,nested_oof
374,0.007426910102367401,4,3,nested_oof
380,0.11083264648914337,4,3,nested_oof
383,0.9414477348327637,4,3,nested_oof
385,0.3309192955493927,4,3,nested_oof
387,0.008662557229399681,4,3,nested_oof
393,0.6111124157905579,4,3,nested_oof
405,0.25320011377334595,4,3,nested_oof
409,0.6620309948921204,4,3,nested_oof
410,0.8028359413146973,4,3,nested_oof
415,0.8528532981872559,4,3,nested_oof
416,0.20903529226779938,4,3,nested_oof
418,0.05143120884895325,4,3,nested_oof
421,0.4667187035083771,4,3,nested_oof
425,0.23074348270893097,4,3,nested_oof
3,0.34815362095832825,4,4,nested_oof
8,0.9774695038795471,4,4,nested_oof
13,0.08336934447288513,4,4,nested_oof
16,0.8557462096214294,4,4,nested_oof
17,0.9523548483848572,4,4,nested_oof
18,0.2726568579673767,4,4,nested_oof
19,0.1965642124414444,4,4,nested_oof
22,0.6737077236175537,4,4,nested_oof
23,0.8239446878433228,4,4,nested_oof
26,0.8478296399116516,4,4,nested_oof
29,0.40579143166542053,4,4,nested_oof
41,0.7761388421058655,4,4,nested_oof
50,0.5743451118469238,4,4,nested_oof
55,0.821314811706543,4,4,nested_oof
56,0.31697380542755127,4,4,nested_oof
57,0.8978190422058105,4,4,nested_oof
58,0.13042236864566803,4,4,nested_oof
61,0.15875907242298126,4,4,nested_oof
64,0.0900624468922615,4,4,nested_oof
73,0.5100228786468506,4,4,nested_oof
76,0.9857143759727478,4,4,nested_oof
77,0.9287551045417786,4,4,nested_oof
80,0.9491199851036072,4,4,nested_oof
91,0.8563214540481567,4,4,nested_oof
92,0.5945835113525391,4,4,nested_oof
94,0.08395162224769592,4,4,nested_oof
99,0.8098357915878296,4,4,nested_oof
100,0.045792415738105774,4,4,nested_oof
105,0.05314718559384346,4,4,nested_oof
120,0.9741933941841125,4,4,nested_oof
122,0.8706908226013184,4,4,nested_oof
125,0.5506700277328491,4,4,nested_oof
129,0.9876233339309692,4,4,nested_oof
145,0.9176953434944153,4,4,nested_oof
149,0.7774592638015747,4,4,nested_oof
151,0.9057939648628235,4,4,nested_oof
162,0.9726718664169312,4,4,nested_oof
166,0.4226309061050415,4,4,nested_oof
171,0.9467054009437561,4,4,nested_oof
174,0.7561383843421936,4,4,nested_oof
175,0.9786601662635803,4,4,nested_oof
180,0.8374879956245422,4,4,nested_oof
183,0.8072801828384399,4,4,nested_oof
185,0.9445192813873291,4,4,nested_oof
189,0.058242689818143845,4,4,nested_oof
226,0.6298462748527527,4,4,nested_oof
227,0.2985098659992218,4,4,nested_oof
228,0.6244450807571411,4,4,nested_oof
231,0.9529255032539368,4,4,nested_oof
232,0.27079957723617554,4,4,nested_oof
233,0.10803849250078201,4,4,nested_oof
234,0.046981632709503174,4,4,nested_oof
235,0.8906151652336121,4,4,nested_oof
236,0.33772537112236023,4,4,nested_oof
237,0.8475978374481201,4,4,nested_oof
245,0.7304693460464478,4,4,nested_oof
250,0.06722339987754822,4,4,nested_oof
258,0.32490232586860657,4,4,nested_oof
261,0.5638756155967712,4,4,nested_oof
272,0.9193702340126038,4,4,nested_oof
273,0.9121462106704712,4,4,nested_oof
274,0.7049884796142578,4,4,nested_oof
278,0.2413778454065323,4,4,nested_oof
280,0.9287606477737427,4,4,nested_oof
282,0.5841150879859924,4,4,nested_oof
291,0.9234240055084229,4,4,nested_oof
296,0.9284384846687317,4,4,nested_oof
297,0.8816423416137695,4,4,nested_oof
309,0.8979624509811401,4,4,nested_oof
311,0.08566288650035858,4,4,nested_oof
319,0.07625846564769745,4,4,nested_oof
336,0.5417898893356323,4,4,nested_oof
345,0.11351557075977325,4,4,nested_oof
347,0.10942118614912033,4,4,nested_oof
357,0.7480940222740173,4,4,nested_oof
365,0.6269835829734802,4,4,nested_oof
382,0.9690678715705872,4,4,nested_oof
388,0.7287103533744812,4,4,nested_oof
389,0.26074960827827454,4,4,nested_oof
391,0.041521959006786346,4,4,nested_oof
407,0.11001350730657578,4,4,nested_oof
417,0.23469212651252747,4,4,nested_oof
423,0.1157354861497879,4,4,nested_oof
426,0.984754204750061,4,4,nested_oof
427,0.6838294267654419,4,4,nested_oof
