case_id,ai_probability_class_1,outer_fold,inner_fold,probability_source
9,0.9504334926605225,5,3,nested_oof
15,0.6097837090492249,5,3,nested_oof
19,0.1190955713391304,5,3,nested_oof
26,0.2909426987171173,5,3,nested_oof
30,0.07359347492456436,5,3,nested_oof
33,0.20016361773014069,5,3,nested_oof
41,0.7101839780807495,5,3,nested_oof
45,0.9766501188278198,5,3,nested_oof
51,0.9163768291473389,5,3,nested_oof
60,0.028034988790750504,5,3,nested_oof
71,0.023261157795786858,5,3,nested_oof
83,0.9723921418190002,5,3,nested_oof
85,0.9497596621513367,5,3,nested_oof
87,0.27798256278038025,5,3,nested_oof
104,0.94819575548172,5,3,nested_oof
111,0.12510105967521667,5,3,nested_oof
120,0.9920228719711304,5,3,nested_oof
142,0.7752965688705444,5,3,nested_oof
143,0.9847225546836853,5,3,nested_oof
151,0.978488564491272,5,3,nested_oof
154,0.9627326130867004,5,3,nested_oof
164,0.3295445740222931,5,3,nested_oof
166,0.974004864692688,5,3,nested_oof
177,0.920150101184845,5,3,nested_oof
181,0.9893333315849304,5,3,nested_oof
188,0.7171846032142639,5,3,nested_oof
193,0.2280886024236679,5,3,nested_oof
196,0.020337920635938644,5,3,nested_oof
197,0.17392778396606445,5,3,nested_oof
201,0.7118493914604187,5,3,nested_oof
211,0.6354217529296875,5,3,nested_oof
212,0.5941835045814514,5,3,nested_oof
213,0.9921404719352722,5,3,nested_oof
215,0.1825251430273056,5,3,nested_oof
216,0.5828709602355957,5,3,nested_oof
220,0.21359406411647797,5,3,nested_oof
224,0.9461550712585449,5,3,nested_oof
226,0.10562921315431595,5,3,nested_oof
229,0.28840091824531555,5,3,nested_oof
230,0.8597398996353149,5,3,nested_oof
231,0.959865391254425,5,3,nested_oof
232,0.4257570505142212,5,3,nested_oof
237,0.6512851119041443,5,3,nested_oof
247,0.6450479030609131,5,3,nested_oof
248,0.4526422619819641,5,3,nested_oof
249,0.745049238204956,5,3,nested_oof
260,0.9937673807144165,5,3,nested_oof
264,0.5226004719734192,5,3,nested_oof
277,0.8697583675384521,5,3,nested_oof
280,0.9560419917106628,5,3,nested_oof
284,0.45783737301826477,5,3,nested_oof
290,0.3159797787666321,5,3,nested_oof
297,0.7783533334732056,5,3,nested_oof
299,0.23356878757476807,5,3,nested_oof
301,0.7279548645019531,5,3,nested_oof
302,0.753993570804596,5,3,nested_oof
309,0.9390022158622742,5,3,nested_oof
312,0.17782381176948547,5,3,nested_oof
313,0.9222161173820496,5,3,nested_oof
314,0.9882519841194153,5,3,nested_oof
321,0.12914462387561798,5,3,nested_oof
322,0.6554451584815979,5,3,nested_oof
333,0.7783656120300293,5,3,nested_oof
336,0.17760036885738373,5,3,nested_oof
337,0.4193020164966583,5,3,nested_oof
349,0.9763820767402649,5,3,nested_oof
350,0.9217993021011353,5,3,nested_oof
358,0.3072388172149658,5,3,nested_oof
370,0.5843856930732727,5,3,nested_oof
373,0.028013719245791435,5,3,nested_oof
377,0.17980359494686127,5,3,nested_oof
382,0.986990749835968,5,3,nested_oof
392,0.6631298065185547,5,3,nested_oof
393,0.8747269511222839,5,3,nested_oof
395,0.7847124934196472,5,3,nested_oof
399,0.3174282908439636,5,3,nested_oof
400,0.27618566155433655,5,3,nested_oof
402,0.07363203912973404,5,3,nested_oof
407,0.00767424376681447,5,3,nested_oof
409,0.9058594107627869,5,3,nested_oof
423,0.11260205507278442,5,3,nested_oof
425,0.09460865706205368,5,3,nested_oof
426,0.9930896162986755,5,3,nested_oof
3,0.12839609384536743,5,4,nested_oof
23,0.3057473599910736,5,4,nested_oof
34,0.7487162351608276,5,4,nested_oof
38,0.5038327574729919,5,4,nested_oof
39,0.6727657318115234,5,4,nested_oof
53,0.0990598201751709,5,4,nested_oof
59,0.811408519744873,5,4,nested_oof
61,0.10574067384004593,5,4,nested_oof
65,0.11652006953954697,5,4,nested_oof
66,0.8979986906051636,5,4,nested_oof
69,0.037197310477495193,5,4,nested_oof
70,0.895794153213501,5,4,nested_oof
74,0.1716344952583313,5,4,nested_oof
75,0.28235775232315063,5,4,nested_oof
77,0.6926001906394958,5,4,nested_oof
81,0.5987211465835571,5,4,nested_oof
91,0.5878673791885376,5,4,nested_oof
94,0.0901375263929367,5,4,nested_oof
98,0.8071113228797913,5,4,nested_oof
101,0.9140400290489197,5,4,nested_oof
103,0.4322899580001831,5,4,nested_oof
109,0.6190356016159058,5,4,nested_oof
114,0.1615602672100067,5,4,nested_oof
115,0.7611308693885803,5,4,nested_oof
121,0.7584524154663086,5,4,nested_oof
133,0.854948103427887,5,4,nested_oof
136,0.43896013498306274,5,4,nested_oof
141,0.16806456446647644,5,4,nested_oof
147,0.7085853219032288,5,4,nested_oof
150,0.04429710656404495,5,4,nested_oof
153,0.07297983765602112,5,4,nested_oof
157,0.7379738688468933,5,4,nested_oof
161,0.24259401857852936,5,4,nested_oof
162,0.7082788944244385,5,4,nested_oof
179,0.9175146222114563,5,4,nested_oof
192,0.729246973991394,5,4,nested_oof
199,0.2172071933746338,5,4,nested_oof
205,0.1554640680551529,5,4,nested_oof
218,0.3361608684062958,5,4,nested_oof
219,0.8346482515335083,5,4,nested_oof
223,0.5418586730957031,5,4,nested_oof
234,0.06547588855028152,5,4,nested_oof
235,0.6930872201919556,5,4,nested_oof
244,0.3861578106880188,5,4,nested_oof
253,0.9229714870452881,5,4,nested_oof
257,0.24410665035247803,5,4,nested_oof
259,0.7819185853004456,5,4,nested_oof
272,0.8717003464698792,5,4,nested_oof
274,0.6077147126197815,5,4,nested_oof
279,0.8662183284759521,5,4,nested_oof
281,0.906491219997406,5,4,nested_oof
283,0.13819456100463867,5,4,nested_oof
285,0.2928849160671234,5,4,nested_oof
294,0.71131831407547,5,4,nested_oof
296,0.8688715100288391,5,4,nested_oof
304,0.5897075533866882,5,4,nested_oof
308,0.06944920867681503,5,4,nested_oof
318,0.8067567348480225,5,4,nested_oof
319,0.052474189549684525,5,4,nested_oof
320,0.49526339769363403,5,4,nested_oof
324,0.5425172448158264,5,4,nested_oof
325,0.6027043461799622,5,4,nested_oof
326,0.21852517127990723,5,4,nested_oof
327,0.5725842118263245,5,4,nested_oof
332,0.13720853626728058,5,4,nested_oof
334,0.5441485643386841,5,4,nested_oof
339,0.028851071372628212,5,4,nested_oof
343,0.7516704797744751,5,4,nested_oof
347,0.18081256747245789,5,4,nested_oof
355,0.04201706126332283,5,4,nested_oof
362,0.2057497203350067,5,4,nested_oof
363,0.8872693181037903,5,4,nested_oof
367,0.8352935910224915,5,4,nested_oof
374,0.09641624987125397,5,4,nested_oof
378,0.0701591745018959,5,4,nested_oof
380,0.6055709719657898,5,4,nested_oof
385,0.2725375294685364,5,4,nested_oof
389,0.2821522653102875,5,4,nested_oof
401,0.9409862160682678,5,4,nested_oof
405,0.6981622576713562,5,4,nested_oof
406,0.26191920042037964,5,4,nested_oof
408,0.23586763441562653,5,4,nested_oof
413,0.15048247575759888,5,4,nested_oof
417,0.4104045033454895,5,4,nested_oof
419,0.3450726270675659,5,4,nested_oof
